layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,n_over_C,model,r_max,k_star_rmax_0.9,k_star_rmax_0.95,k_star_rmax_0.99,k_star_rmax_0.999,r_max_over_C
layer2.1.conv1,conv,28,128,1,False,0,28,28,4096,59.71214183548286,2.4303068780863,0.0189867724850492,6.476808301972636,0.0506000648591612,1.5818614370428223,0.012358292476897,1.9995626012212333,10,128,0.9586924322937675,128,15,30,72,115,0.1171875,0.234375,0.5625,0.8984375,25,resnet50_random,128.0,0.1171875,0.234375,0.5625,0.8984375,1.0
layer2.1.conv1,conv,28,128,1,False,0,28,28,7168,61.135996568032944,2.46641110645801,0.0192688367692032,6.646829004327,0.0519283515963046,1.5940857367735293,0.0124537948185431,1.9794336701147817,10,128,0.9591757744190204,128,15,31,73,115,0.1171875,0.2421875,0.5703125,0.8984375,50,resnet50_random,128.0,0.1171875,0.2421875,0.5703125,0.8984375,1.0
layer2.1.conv1,conv,28,128,1,False,0,28,28,13312,61.952688733003335,2.458791327628317,0.0192093072470962,6.645505507821705,0.051918011779857,1.591267785748168,0.0124317795761575,1.967882854655152,10,128,0.9597127450039312,128,15,31,74,116,0.1171875,0.2421875,0.578125,0.90625,100,resnet50_random,128.0,0.1171875,0.2421875,0.578125,0.90625,1.0
layer2.1.conv1,conv,28,128,1,False,0,28,28,32768,61.26480622728361,2.4941728834078107,0.0194857256516235,6.788599554846299,0.0530359340222367,1.603559795983514,0.0125278109061212,1.960082676481131,10,128,0.959813944264608,128,16,32,75,116,0.125,0.25,0.5859375,0.90625,250,resnet50_random,128.0,0.125,0.25,0.5859375,0.90625,1.0
layer2.1.relu,act,29,128,1,False,0,28,28,1024,29.31235956013864,2.067950985564296,0.016155867074721,4.919928610862136,0.0384369422723604,1.452423229474665,0.0113470564802708,10.53673855395217,10,128,0.193374852969888,109,11,22,53,79,0.0859375,0.171875,0.4140625,0.6171875,1,resnet50_random,,,,,,
layer2.1.relu,act,29,128,1,False,0,28,28,1024,29.31235956013864,2.067950985564296,0.016155867074721,4.919928610862136,0.0384369422723604,1.452423229474665,0.0113470564802708,10.53673855395217,10,128,0.193374852969888,109,11,22,53,79,0.0859375,0.171875,0.4140625,0.6171875,2,resnet50_random,,,,,,
layer2.1.relu,act,29,128,1,False,0,28,28,1024,29.31235956013864,2.067950985564296,0.016155867074721,4.919928610862136,0.0384369422723604,1.452423229474665,0.0113470564802708,10.53673855395217,10,128,0.193374852969888,109,11,22,53,79,0.0859375,0.171875,0.4140625,0.6171875,5,resnet50_random,,,,,,
layer2.1.relu,act,29,128,1,False,0,28,28,2048,29.49374429455834,2.220544423638417,0.0173480033096751,5.482135710944695,0.0428291852417554,1.5084124989666865,0.0117844726481772,7.113754694958327,10,128,0.2812243405153388,112,12,24,55,80,0.09375,0.1875,0.4296875,0.625,10,resnet50_random,,,,,,
layer2.1.relu,act,29,128,1,False,0,28,28,4096,27.67134381661395,2.3526815264045835,0.0183803244250358,5.919142612646759,0.0462433016613028,1.5572958890659263,0.0121663741333275,7.792961325806249,10,128,0.2866825044476295,112,13,26,57,81,0.1015625,0.203125,0.4453125,0.6328125,25,resnet50_random,,,,,,
layer2.1.relu,act,29,128,1,False,0,28,28,7168,27.3556622968003,2.480053837163663,0.0193754206028411,6.367896555654456,0.0497491918410504,1.6022809934562323,0.0125178202613768,7.819683838959829,10,128,0.2855629295317511,112,14,27,58,81,0.109375,0.2109375,0.453125,0.6328125,50,resnet50_random,,,,,,
layer2.1.relu,act,29,128,1,False,0,28,28,13312,27.815977395368773,2.47744580959481,0.0193550453874594,6.370209732715964,0.0497672635368434,1.6014696433398774,0.0125114815885927,7.613467234288329,10,128,0.2836661891954001,114,14,27,59,81,0.109375,0.2109375,0.4609375,0.6328125,100,resnet50_random,,,,,,
layer2.1.relu,act,29,128,1,False,0,28,28,32768,27.565762415525622,2.5009802819283147,0.0195389084525649,6.472944365122677,0.0505698778525209,1.6094425115427358,0.0125737696214276,6.5222080299706064,10,128,0.2415966813506153,118,14,28,59,82,0.109375,0.21875,0.4609375,0.640625,250,resnet50_random,,,,,,
layer2.1.conv2,conv,30,128,1,False,0,28,28,1024,56.942210446354935,3.54619373905848,0.0277046385863943,9.98112710198725,0.0779775554842753,1.9595554506004416,0.0153090269578159,1.522025572070475,10,128,0.9623104968321888,128,22,45,93,122,0.171875,0.3515625,0.7265625,0.953125,1,resnet50_random,128.0,0.171875,0.3515625,0.7265625,0.953125,1.0
layer2.1.conv2,conv,30,128,1,False,0,28,28,1024,56.942210446354935,3.54619373905848,0.0277046385863943,9.98112710198725,0.0779775554842753,1.9595554506004416,0.0153090269578159,1.522025572070475,10,128,0.9623104968321888,128,22,45,93,122,0.171875,0.3515625,0.7265625,0.953125,2,resnet50_random,128.0,0.171875,0.3515625,0.7265625,0.953125,1.0
layer2.1.conv2,conv,30,128,1,False,0,28,28,1024,56.942210446354935,3.54619373905848,0.0277046385863943,9.98112710198725,0.0779775554842753,1.9595554506004416,0.0153090269578159,1.522025572070475,10,128,0.9623104968321888,128,22,45,93,122,0.171875,0.3515625,0.7265625,0.953125,5,resnet50_random,128.0,0.171875,0.3515625,0.7265625,0.953125,1.0
layer2.1.conv2,conv,30,128,1,False,0,28,28,2048,60.70750252658581,3.4729426098391345,0.0271323641393682,9.889731995541457,0.0772635312151676,1.9351307213200488,0.0151182087603128,1.426162058509108,10,128,0.9685479921600072,128,22,47,96,123,0.171875,0.3671875,0.75,0.9609375,10,resnet50_random,128.0,0.171875,0.3671875,0.75,0.9609375,1.0
layer2.1.conv2,conv,30,128,1,False,0,28,28,4096,57.09533251899484,3.772157625924377,0.0294699814525341,10.878501775608148,0.0849882951219386,2.0309081174077512,0.015866469667248,1.3760142743898092,10,128,0.9735631528093232,128,25,51,99,124,0.1953125,0.3984375,0.7734375,0.96875,25,resnet50_random,128.0,0.1953125,0.3984375,0.7734375,0.96875,1.0
layer2.1.conv2,conv,30,128,1,False,0,28,28,7168,58.46375708671361,3.874026015482874,0.0302658282459599,11.251906463588998,0.087905519246789,2.062574852359419,0.0161138660340579,1.3510169677188524,10,128,0.9747144945070184,128,27,53,100,124,0.2109375,0.4140625,0.78125,0.96875,50,resnet50_random,128.0,0.2109375,0.4140625,0.78125,0.96875,1.0
layer2.1.conv2,conv,30,128,1,False,0,28,28,13312,59.60059692505288,3.895400715218957,0.0304328180876481,11.298278860466294,0.0882678035973929,2.0712814248988147,0.0161818861320219,1.3362577092293215,10,128,0.974951495274582,128,27,54,101,125,0.2109375,0.421875,0.7890625,0.9765625,100,resnet50_random,128.0,0.2109375,0.421875,0.7890625,0.9765625,1.0
layer2.1.conv2,conv,30,128,1,False,0,28,28,32768,59.11581868480333,3.991248197556864,0.031181626543413,11.658862889564944,0.0910848663247261,2.100430137043335,0.016409610445651,1.3221258265408553,10,128,0.9749445111219271,128,28,55,102,125,0.21875,0.4296875,0.796875,0.9765625,250,resnet50_random,128.0,0.21875,0.4296875,0.796875,0.9765625,1.0
layer2.1.relu,act,31,128,1,False,1,28,28,1024,28.485502174017817,2.725094163448567,0.0212897981519419,7.694886540269671,0.0601163010958568,1.6782503273568294,0.0131113306824752,3.739366453664192,10,128,0.3193699955712397,126,19,37,71,95,0.1484375,0.2890625,0.5546875,0.7421875,1,resnet50_random,,,,,,
layer2.1.relu,act,31,128,1,False,1,28,28,1024,28.485502174017817,2.725094163448567,0.0212897981519419,7.694886540269671,0.0601163010958568,1.6782503273568294,0.0131113306824752,3.739366453664192,10,128,0.3193699955712397,126,19,37,71,95,0.1484375,0.2890625,0.5546875,0.7421875,2,resnet50_random,,,,,,
layer2.1.relu,act,31,128,1,False,1,28,28,1024,28.485502174017817,2.725094163448567,0.0212897981519419,7.694886540269671,0.0601163010958568,1.6782503273568294,0.0131113306824752,3.739366453664192,10,128,0.3193699955712397,126,19,37,71,95,0.1484375,0.2890625,0.5546875,0.7421875,5,resnet50_random,,,,,,
layer2.1.relu,act,31,128,1,False,1,28,28,2048,29.86924898975338,2.834562182235937,0.0221450170487182,8.090548121017113,0.0632074071954462,1.7149279124236982,0.0133978743158101,3.574328360615342,10,128,0.333354785979744,127,20,39,73,96,0.15625,0.3046875,0.5703125,0.75,10,resnet50_random,,,,,,
layer2.1.relu,act,31,128,1,False,1,28,28,4096,27.73680861830472,3.060389894563486,0.0239092960512772,8.951018655274995,0.0699298332443359,1.7879975185209172,0.0139687306134446,3.4491040778531263,10,128,0.3166444579892918,127,22,42,75,97,0.171875,0.328125,0.5859375,0.7578125,25,resnet50_random,,,,,,
layer2.1.relu,act,31,128,1,False,1,28,28,7168,27.707157747234596,3.2145018458884533,0.0251132956710035,9.531998832657846,0.0744687408801394,1.836520148908376,0.0143478136633466,3.445589254498511,10,128,0.3245705914746961,127,24,43,76,97,0.1875,0.3359375,0.59375,0.7578125,50,resnet50_random,,,,,,
layer2.1.relu,act,31,128,1,False,1,28,28,13312,28.0615097198273,3.188621663261759,0.0249111067442324,9.47581047164274,0.0740297693097089,1.828345815557107,0.0142839516840398,3.0269830848707397,10,128,0.621200364725919,128,24,44,76,98,0.1875,0.34375,0.59375,0.765625,100,resnet50_random,,,,,,
layer2.1.relu,act,31,128,1,False,1,28,28,32768,27.75065616923672,3.28042650050107,0.0256283320351646,9.836988121264438,0.0768514696973784,1.8565142599059243,0.014504017655515,2.9921788182851348,10,128,0.6341326835536066,128,25,45,77,98,0.1953125,0.3515625,0.6015625,0.765625,250,resnet50_random,,,,,,
layer2.1.conv3,conv,32,512,1,False,0,28,28,1024,58.69544267722809,2.633524973639517,0.0051436034641396,7.235246373108525,0.0141313405724775,1.6501968355092511,0.003223040694354,7.588715531420682,10,512,0.8629948308905105,319,18,33,67,92,0.03515625,0.064453125,0.130859375,0.1796875,1,resnet50_random,128.0,0.140625,0.2578125,0.5234375,0.71875,0.25
layer2.1.conv3,conv,32,512,1,False,0,28,28,1024,58.69544267722809,2.633524973639517,0.0051436034641396,7.235246373108525,0.0141313405724775,1.6501968355092511,0.003223040694354,7.588715531420682,10,512,0.8629948308905105,319,18,33,67,92,0.03515625,0.064453125,0.130859375,0.1796875,2,resnet50_random,128.0,0.140625,0.2578125,0.5234375,0.71875,0.25
layer2.1.conv3,conv,32,512,1,False,0,28,28,3072,56.03628141032973,2.951444126260875,0.0057645393091032,8.44503881036095,0.0164942164264862,1.7543979391124558,0.003426558474829,7.934351575147766,10,512,0.8513856487150165,319,21,38,71,95,0.041015625,0.07421875,0.138671875,0.185546875,5,resnet50_random,128.0,0.1640625,0.296875,0.5546875,0.7421875,0.25
layer2.1.conv3,conv,32,512,1,False,0,28,28,5120,55.57280767175162,3.0836512800420763,0.0060227564063321,8.895188072430257,0.0173734142039653,1.7974680195770787,0.0035106797257364,8.08664749915793,10,512,0.8463195114615621,319,21,39,72,95,0.041015625,0.076171875,0.140625,0.185546875,10,resnet50_random,128.0,0.1640625,0.3046875,0.5625,0.7421875,0.25
layer2.1.conv3,conv,32,512,1,False,0,28,28,13312,56.08928455683879,3.1776417035914277,0.006206331452327,9.266193921709558,0.0180980350033389,1.8271742773501256,0.0035686997604494,8.355319755825365,10,512,0.8430105237292016,319,22,40,73,96,0.04296875,0.078125,0.142578125,0.1875,25,resnet50_random,128.0,0.171875,0.3125,0.5703125,0.75,0.25
layer2.1.conv3,conv,32,512,1,False,0,28,28,25600,54.86719688559051,3.2791241335004813,0.0064045393232431,9.648311315457748,0.0188443580380034,1.858596953831072,0.0036300721754513,8.527159277627065,10,512,0.8380969348805758,316,23,41,73,96,0.044921875,0.080078125,0.142578125,0.1875,50,resnet50_random,128.0,0.1796875,0.3203125,0.5703125,0.75,0.25
layer2.1.conv3,conv,32,512,1,False,0,28,28,51200,55.14533327703396,3.2451166691366087,0.0063381184944074,9.539226183615908,0.0186313011398748,1.84768672934438,0.0036087631432507,8.733153775272534,10,512,0.8356125477670634,316,23,41,73,96,0.044921875,0.080078125,0.142578125,0.1875,100,resnet50_random,128.0,0.1796875,0.3203125,0.5703125,0.75,0.25
layer2.1.conv3,conv,32,512,1,False,0,28,28,128000,54.72430802803987,3.2658828742771977,0.0063786774888226,9.591990988974898,0.0187343574003415,1.8544850164565976,0.0036220410477667,8.972578868671246,10,512,0.83195727258456,316,23,41,73,96,0.044921875,0.080078125,0.142578125,0.1875,250,resnet50_random,128.0,0.1796875,0.3203125,0.5703125,0.75,0.25
layer2.1.relu,act,33,512,1,False,2,28,28,1024,64.2706051514366,2.1163691219367013,0.0041335334412826,6.298706891142103,0.0123021618967619,1.4629918603197596,0.002857405977187,3.8131050134573288,10,512,0.2824358292101167,496,18,45,138,304,0.03515625,0.087890625,0.26953125,0.59375,1,resnet50_random,,,,,,
layer2.1.relu,act,33,512,1,False,2,28,28,1024,64.2706051514366,2.1163691219367013,0.0041335334412826,6.298706891142103,0.0123021618967619,1.4629918603197596,0.002857405977187,3.8131050134573288,10,512,0.2824358292101167,496,18,45,138,304,0.03515625,0.087890625,0.26953125,0.59375,2,resnet50_random,,,,,,
layer2.1.relu,act,33,512,1,False,2,28,28,3072,60.13088820526429,2.41874288431248,0.0047241071959228,7.892798646639945,0.0154156223567186,1.5685716157639316,0.0030636164370389,2.8959663905901643,10,512,0.3913387585410253,506,24,56,171,353,0.046875,0.109375,0.333984375,0.689453125,5,resnet50_random,,,,,,
layer2.1.relu,act,33,512,1,False,2,28,28,5120,59.57637401043117,2.5058276747977204,0.0048941946773392,8.382344173370228,0.0163717659636137,1.597936652896587,0.0031209700251886,2.6410721771791983,10,512,0.550575954362887,508,26,59,180,363,0.05078125,0.115234375,0.3515625,0.708984375,10,resnet50_random,,,,,,
layer2.1.relu,act,33,512,1,False,2,28,28,13312,60.75196636210147,2.504764149371919,0.004892117479242,8.49466346587772,0.0165911395817924,1.597192696221307,0.0031195169848072,2.5743117869774186,10,512,0.5443255588321549,509,27,62,188,371,0.052734375,0.12109375,0.3671875,0.724609375,25,resnet50_random,,,,,,
layer2.1.relu,act,33,512,1,False,2,28,28,25600,59.62486043515632,2.5423774091861406,0.0049655808773166,8.758268523116227,0.0171059932092113,1.609344809969831,0.0031432515819723,2.5416769861380035,10,512,0.5769783491676495,509,28,64,193,375,0.0546875,0.125,0.376953125,0.732421875,50,resnet50_random,,,,,,
layer2.1.relu,act,33,512,1,False,2,28,28,51200,59.97304680884799,2.5202965832262945,0.0049224542641138,8.631869582512884,0.0168591202783454,1.6021238326691758,0.0031291481106819,2.61824329149426,10,512,0.4597871873780933,509,28,63,192,375,0.0546875,0.123046875,0.375,0.732421875,100,resnet50_random,,,,,,
layer2.1.relu,act,33,512,1,False,2,28,28,128000,59.076527754704856,2.545954107087625,0.0049725666154055,8.754516303913029,0.0170986646560801,1.6107649758798113,0.0031460253435152,2.5615198011853773,10,512,0.5458432162928963,510,28,64,194,376,0.0546875,0.125,0.37890625,0.734375,250,resnet50_random,,,,,,
layer2.2.conv1,conv,34,128,1,False,0,28,28,1024,110.40712697018856,2.4401484176824417,0.019063659513144,6.90579545490402,0.0539515269914376,1.578251252556874,0.0123300879106005,2.0117459361136336,10,128,0.9466210760417888,128,17,33,75,115,0.1328125,0.2578125,0.5859375,0.8984375,1,resnet50_random,128.0,0.1328125,0.2578125,0.5859375,0.8984375,1.0
layer2.2.conv1,conv,34,128,1,False,0,28,28,1024,110.40712697018856,2.4401484176824417,0.019063659513144,6.90579545490402,0.0539515269914376,1.578251252556874,0.0123300879106005,2.0117459361136336,10,128,0.9466210760417888,128,17,33,75,115,0.1328125,0.2578125,0.5859375,0.8984375,2,resnet50_random,128.0,0.1328125,0.2578125,0.5859375,0.8984375,1.0
layer2.2.conv1,conv,34,128,1,False,0,28,28,1024,110.40712697018856,2.4401484176824417,0.019063659513144,6.90579545490402,0.0539515269914376,1.578251252556874,0.0123300879106005,2.0117459361136336,10,128,0.9466210760417888,128,17,33,75,115,0.1328125,0.2578125,0.5859375,0.8984375,5,resnet50_random,128.0,0.1328125,0.2578125,0.5859375,0.8984375,1.0
layer2.2.conv1,conv,34,128,1,False,0,28,28,2048,114.01087578707303,2.574952474188162,0.020116816204595,7.474037418625265,0.0583909173330098,1.624084088104844,0.012688156938319,1.9365425530388671,10,128,0.9499726193689358,128,19,36,79,117,0.1484375,0.28125,0.6171875,0.9140625,10,resnet50_random,128.0,0.1484375,0.28125,0.6171875,0.9140625,1.0
layer2.2.conv1,conv,34,128,1,False,0,28,28,4096,105.02268649780018,2.7803126755609924,0.0217211927778202,8.32223813086594,0.0650174853973901,1.6917537751672551,0.0132168263684941,1.8945706739654085,10,128,0.9514864474508198,128,21,39,82,118,0.1640625,0.3046875,0.640625,0.921875,25,resnet50_random,128.0,0.1640625,0.3046875,0.640625,0.921875,1.0
layer2.2.conv1,conv,34,128,1,False,0,28,28,7168,108.35446273131534,2.793986286639703,0.0218280178643726,8.466115318580176,0.0661415259264076,1.6954585131300302,0.0132457696338283,1.8701837809447268,10,128,0.9516698700580704,128,22,40,83,119,0.171875,0.3125,0.6484375,0.9296875,50,resnet50_random,128.0,0.171875,0.3125,0.6484375,0.9296875,1.0
layer2.2.conv1,conv,34,128,1,False,0,28,28,13312,110.41015385026,2.7308974840312623,0.0213351365939942,8.286552103486828,0.0647386883084908,1.6743821789154834,0.0130811107727772,1.8597320214319653,10,128,0.951682487788367,128,22,40,84,119,0.171875,0.3125,0.65625,0.9296875,100,resnet50_random,128.0,0.171875,0.3125,0.65625,0.9296875,1.0
layer2.2.conv1,conv,34,128,1,False,0,28,28,32768,110.27204998607152,2.7601555278105403,0.0215637150610198,8.424682214926953,0.0658178298041168,1.6837031831914202,0.0131539311186829,1.848717233724652,10,128,0.9518256934960104,128,22,41,84,119,0.171875,0.3203125,0.65625,0.9296875,250,resnet50_random,128.0,0.171875,0.3203125,0.65625,0.9296875,1.0
layer2.2.relu,act,35,128,1,False,0,28,28,1024,60.03614797516023,2.1054293563042448,0.0164486668461269,5.451121271809272,0.0425868849360099,1.4606792883050437,0.0114115569398831,6.055972408114485,10,128,0.2632458307134585,117,13,26,60,89,0.1015625,0.203125,0.46875,0.6953125,1,resnet50_random,,,,,,
layer2.2.relu,act,35,128,1,False,0,28,28,1024,60.03614797516023,2.1054293563042448,0.0164486668461269,5.451121271809272,0.0425868849360099,1.4606792883050437,0.0114115569398831,6.055972408114485,10,128,0.2632458307134585,117,13,26,60,89,0.1015625,0.203125,0.46875,0.6953125,2,resnet50_random,,,,,,
layer2.2.relu,act,35,128,1,False,0,28,28,1024,60.03614797516023,2.1054293563042448,0.0164486668461269,5.451121271809272,0.0425868849360099,1.4606792883050437,0.0114115569398831,6.055972408114485,10,128,0.2632458307134585,117,13,26,60,89,0.1015625,0.203125,0.46875,0.6953125,5,resnet50_random,,,,,,
